Row ID,Order ID,Product Name,Category,Sales,Quantity,Discount,Profit
743,CA-2021-672712,Monitor,Technology,1743.35,8,0.2,-306.94
744,CA-2024-644206,Conference Table,Technology,395.56,4,0.4,-47.62
745,CA-2021-479186,Conference Table,Furniture,1647.59,10,0.1,-18.3
746,CA-2024-380488,Desk Accessories,Office Supplies,1570.96,5,0.4,-251.12
747,CA-2021-707414,Bookcase,Furniture,1491.11,4,0.0,-321.66
748,CA-2021-372792,Office Chair,Furniture,804.44,1,0.0,-31.72
749,CA-2020-698647,Monitor,Technology,784.71,3,0.3,259.3
750,CA-2020-436640,Notebook,Office Supplies,93.69,4,0.3,5.05
751,CA-2021-719273,Address Labels,Furniture,1974.72,8,0.4,356.34
752,CA-2021-993475,Desk Lamp,Technology,485.42,10,0.4,10.98
753,CA-2020-760019,Monitor,Office Supplies,975.07,2,0.3,148.55
754,CA-2019-357007,Printer,Furniture,1104.31,4,0.1,298.1
755,CA-2019-602180,Office Chair,Furniture,1576.84,10,0.1,55.71
756,CA-2022-188872,Monitor,Office Supplies,787.47,3,0.4,22.71
757,CA-2019-464866,Office Chair,Technology,292.03,10,0.3,31.82
758,CA-2023-781281,Address Labels,Furniture,869.46,6,0.3,262.12
759,CA-2024-793194,Desk Lamp,Furniture,1306.62,4,0.0,438.25
760,CA-2022-564358,Address Labels,Furniture,454.24,5,0.1,-82.69
761,CA-2021-535200,Storage Drawer,Office Supplies,1896.83,6,0.1,105.78
762,CA-2024-375663,Desk Accessories,Office Supplies,836.9,6,0.1,-185.97
763,CA-2023-591378,Bookcase,Technology,1753.08,7,0.1,-167.88
764,CA-2024-703388,Notebook,Furniture,1032.07,2,0.1,356.97
765,CA-2020-843421,Mouse,Furniture,1806.96,9,0.0,607.65
766,CA-2021-691761,Mouse,Furniture,1201.01,2,0.3,241.54
767,CA-2022-927764,Monitor,Office Supplies,868.48,2,0.4,-32.86
768,CA-2022-461744,Printer,Office Supplies,759.67,1,0.4,72.06
769,CA-2024-380030,Office Chair,Furniture,470.76,6,0.1,-42.03
770,CA-2024-751853,Desk Lamp,Technology,1313.34,2,0.0,409.0
771,CA-2019-871480,Laptop Stand,Office Supplies,391.55,5,0.1,72.98
772,CA-2019-718704,Address Labels,Furniture,399.78,9,0.0,95.96
773,CA-2024-370646,Laptop Stand,Furniture,1044.13,10,0.1,-13.42
774,CA-2022-121970,Office Chair,Furniture,1384.16,8,0.4,225.69
775,CA-2023-213043,Keyboard,Furniture,1432.76,8,0.1,488.06
776,CA-2019-351117,Notebook,Technology,393.88,8,0.0,95.91
777,CA-2019-108126,Keyboard,Technology,1527.64,5,0.4,345.73
778,CA-2021-474735,Bookcase,Furniture,519.92,2,0.2,-125.23
779,CA-2024-285309,Storage Drawer,Furniture,1597.2,2,0.1,-146.62
780,CA-2021-638272,Monitor,Technology,977.31,9,0.0,260.74
781,CA-2023-520678,Binder,Office Supplies,1074.76,8,0.2,-38.44
782,CA-2024-548364,Desk Lamp,Office Supplies,1564.02,9,0.0,-127.2
783,CA-2020-793028,Office Chair,Technology,1487.75,10,0.4,367.08
784,CA-2019-671983,Printer,Furniture,195.7,10,0.1,52.84
785,CA-2024-135019,Desk Lamp,Office Supplies,1897.33,2,0.4,-144.28
786,CA-2019-755935,Laptop Stand,Office Supplies,1304.87,7,0.2,-203.1
787,CA-2021-247966,Laptop Stand,Furniture,1891.39,10,0.4,-29.92
788,CA-2020-475370,Desk Lamp,Office Supplies,1309.9,2,0.0,-178.5
789,CA-2024-912612,Bookcase,Technology,1282.06,10,0.4,-304.02
790,CA-2023-710212,Mouse,Furniture,1921.05,6,0.4,333.59
791,CA-2019-774463,Notebook,Technology,979.01,7,0.0,-147.67
792,CA-2023-905267,Address Labels,Office Supplies,820.44,8,0.3,-115.06
793,CA-2024-285362,Desk Accessories,Furniture,415.35,5,0.3,50.29
794,CA-2023-297919,Office Chair,Furniture,964.07,5,0.1,251.98
795,CA-2019-940829,Desk Lamp,Office Supplies,245.07,6,0.3,37.29
796,CA-2023-440979,Notebook,Furniture,325.76,5,0.3,13.63
797,CA-2019-812036,Binder,Technology,683.23,3,0.0,-147.71
798,CA-2021-585468,Binder,Furniture,912.24,3,0.1,217.02
799,CA-2020-845970,Binder,Furniture,1977.46,4,0.2,23.09
800,CA-2019-216770,Binder,Furniture,1272.4,2,0.4,-195.64
801,CA-2023-668654,Desk Accessories,Office Supplies,736.29,5,0.0,225.81
802,CA-2024-183769,Address Labels,Office Supplies,1785.52,3,0.2,16.98
803,CA-2022-360888,Laptop Stand,Office Supplies,1174.86,7,0.0,25.41
804,CA-2019-881890,Notebook,Furniture,627.23,4,0.4,-91.9
805,CA-2020-387553,Desk Lamp,Furniture,520.1,6,0.1,-30.92
806,CA-2024-228834,Office Chair,Furniture,435.91,10,0.4,108.09
807,CA-2023-494781,Address Labels,Office Supplies,1469.16,6,0.0,-327.06
808,CA-2024-974032,Laptop Stand,Office Supplies,1458.45,7,0.0,121.11
809,CA-2020-104348,Office Chair,Office Supplies,1447.3,8,0.3,176.39
810,CA-2024-929318,Binder,Furniture,56.94,9,0.1,-13.72
811,CA-2024-829700,Address Labels,Technology,619.1,2,0.1,29.68
812,CA-2022-523791,Paper Shredder,Office Supplies,898.22,5,0.0,22.91
813,CA-2022-902341,Desk Lamp,Technology,735.18,6,0.3,-92.53
814,CA-2021-973598,Desk Lamp,Technology,1536.35,2,0.3,-337.87
815,CA-2024-436594,Binder,Office Supplies,536.5,5,0.4,151.99
816,CA-2019-584720,Keyboard,Technology,201.1,3,0.3,68.95
817,CA-2022-391476,Office Chair,Technology,996.63,9,0.0,159.19
818,CA-2023-339694,Monitor,Office Supplies,1923.07,9,0.1,314.49
819,CA-2020-551313,Office Chair,Furniture,1213.88,7,0.1,155.69
820,CA-2021-161156,Binder,Technology,1228.38,2,0.2,161.37
821,CA-2021-124520,Keyboard,Technology,362.84,2,0.2,-47.48
822,CA-2020-778526,Conference Table,Technology,881.32,8,0.0,280.76
823,CA-2024-802304,Paper Shredder,Furniture,398.51,2,0.4,134.03
824,CA-2023-783418,Desk Accessories,Office Supplies,766.3,8,0.3,19.0
825,CA-2019-832059,Office Chair,Office Supplies,929.72,7,0.0,183.18
826,CA-2022-107763,Paper Shredder,Technology,168.72,4,0.3,46.72
827,CA-2019-460994,Keyboard,Furniture,1128.23,9,0.3,20.52
828,CA-2022-949118,Desk Accessories,Technology,1221.8,8,0.1,-178.5
829,CA-2019-254072,Binder,Office Supplies,1923.11,2,0.0,-67.63
830,CA-2022-110536,Bookcase,Office Supplies,669.91,9,0.1,155.53
831,CA-2024-589190,Laptop Stand,Technology,1092.8,3,0.1,326.24
832,CA-2020-818846,Keyboard,Furniture,415.25,3,0.1,15.08
833,CA-2022-777671,Notebook,Technology,783.89,2,0.4,-116.83
834,CA-2021-605041,Office Chair,Technology,228.64,2,0.4,-53.06
835,CA-2020-755154,Desk Lamp,Technology,1556.99,4,0.4,-220.15
836,CA-2022-706809,Monitor,Technology,509.45,7,0.3,-60.93
837,CA-2020-657611,Notebook,Furniture,1525.01,7,0.0,6.62
838,CA-2021-116926,Notebook,Furniture,1334.47,1,0.4,-231.19
839,CA-2019-376998,Mouse,Office Supplies,894.26,9,0.1,-96.14
840,CA-2024-299667,Address Labels,Office Supplies,1661.99,5,0.4,-153.62
841,CA-2020-373227,Laptop Stand,Office Supplies,1900.41,9,0.1,246.26
842,CA-2024-409093,Binder,Office Supplies,1929.3,5,0.2,257.49
843,CA-2019-448814,Storage Drawer,Office Supplies,1404.99,3,0.0,23.73
844,CA-2022-869636,Bookcase,Office Supplies,399.99,2,0.1,-9.56
845,CA-2022-266484,Conference Table,Office Supplies,1651.31,3,0.4,471.25
846,CA-2023-488591,Printer,Furniture,940.77,2,0.2,299.1
847,CA-2022-454922,Printer,Technology,1842.46,5,0.1,304.55
848,CA-2022-593617,Paper Shredder,Technology,1129.42,10,0.3,71.15
849,CA-2024-853533,Binder,Furniture,1066.5,5,0.0,184.56
850,CA-2021-111414,Notebook,Office Supplies,1929.39,7,0.2,-303.04
851,CA-2019-248408,Storage Drawer,Technology,1190.73,2,0.2,172.58
852,CA-2022-113390,Notebook,Technology,886.11,3,0.3,240.12
853,CA-2019-479565,Conference Table,Technology,1406.69,1,0.2,44.54
854,CA-2022-740806,Keyboard,Technology,567.72,9,0.4,174.57
855,CA-2019-614318,Bookcase,Office Supplies,70.93,6,0.1,20.09
856,CA-2024-266666,Paper Shredder,Office Supplies,863.5,5,0.3,-91.49
857,CA-2019-249887,Notebook,Furniture,1910.61,10,0.3,357.8
858,CA-2023-721589,Keyboard,Furniture,120.57,3,0.3,26.27
859,CA-2022-576938,Paper Shredder,Furniture,963.48,3,0.3,13.18
860,CA-2024-703805,Keyboard,Office Supplies,1476.76,3,0.2,306.66
861,CA-2024-906518,Laptop Stand,Technology,965.01,10,0.0,-100.29
862,CA-2019-958140,Mouse,Office Supplies,1973.71,8,0.1,-376.6
863,CA-2022-236696,Office Chair,Office Supplies,529.47,10,0.0,47.19
864,CA-2022-444402,Notebook,Furniture,828.38,9,0.4,92.95
865,CA-2024-363992,Keyboard,Office Supplies,1099.06,7,0.0,11.63
866,CA-2019-997706,Printer,Furniture,1681.77,5,0.3,-351.2
867,CA-2024-644184,Printer,Furniture,109.15,4,0.3,27.11
868,CA-2020-183234,Desk Accessories,Office Supplies,1517.62,1,0.2,-88.92
869,CA-2021-738673,Address Labels,Office Supplies,359.46,10,0.3,106.7
870,CA-2020-250351,Notebook,Office Supplies,73.22,9,0.3,-1.25
871,CA-2020-775197,Address Labels,Office Supplies,1129.08,9,0.3,-152.98
872,CA-2023-499665,Mouse,Furniture,1375.18,8,0.4,138.05
873,CA-2023-583818,Laptop Stand,Furniture,448.01,2,0.0,51.06
874,CA-2019-242782,Mouse,Office Supplies,1569.17,3,0.3,13.29
875,CA-2020-525166,Monitor,Office Supplies,442.36,8,0.3,70.37
876,CA-2023-946105,Notebook,Furniture,788.21,4,0.1,-30.68
877,CA-2020-207552,Printer,Technology,1188.13,3,0.4,-291.79
878,CA-2021-603882,Storage Drawer,Technology,1750.74,7,0.1,420.65
879,CA-2024-426232,Notebook,Technology,1852.69,6,0.0,-190.37
880,CA-2024-133835,Mouse,Furniture,1319.72,9,0.3,-287.94
881,CA-2019-716620,Address Labels,Office Supplies,1705.04,3,0.0,350.99
882,CA-2024-166198,Monitor,Technology,979.04,1,0.0,342.52
883,CA-2022-610242,Laptop Stand,Technology,1094.54,8,0.2,-234.4
884,CA-2022-421216,Paper Shredder,Office Supplies,164.33,6,0.2,-16.72
885,CA-2021-694823,Address Labels,Technology,1603.09,4,0.4,-374.9
886,CA-2020-665334,Monitor,Technology,1190.35,10,0.1,-202.68
887,CA-2021-552646,Desk Accessories,Technology,1426.77,5,0.4,197.4
888,CA-2020-403041,Printer,Technology,107.43,10,0.3,4.02
889,CA-2019-615585,Conference Table,Office Supplies,244.12,3,0.3,-14.23
890,CA-2022-269071,Mouse,Office Supplies,535.69,4,0.3,166.43
891,CA-2022-767582,Storage Drawer,Furniture,1428.18,10,0.4,209.85
892,CA-2019-234069,Keyboard,Technology,372.12,6,0.1,43.18
893,CA-2021-120217,Printer,Office Supplies,1131.08,3,0.1,-230.7
894,CA-2024-591615,Binder,Office Supplies,378.43,6,0.2,97.56
895,CA-2020-330301,Keyboard,Furniture,1981.95,8,0.1,-182.25
896,CA-2024-153570,Paper Shredder,Furniture,326.68,9,0.2,-32.09
897,CA-2024-296774,Storage Drawer,Furniture,818.77,6,0.2,257.01
898,CA-2024-798053,Laptop Stand,Furniture,1382.85,8,0.1,312.77
899,CA-2019-234838,Mouse,Office Supplies,1410.4,10,0.2,175.3
900,CA-2021-406569,Storage Drawer,Office Supplies,1908.52,9,0.2,486.1
901,CA-2021-534435,Desk Lamp,Office Supplies,55.59,5,0.3,-8.65
902,CA-2021-912206,Storage Drawer,Office Supplies,722.45,9,0.2,116.12
903,CA-2020-494049,Storage Drawer,Furniture,1234.74,5,0.2,-56.61
904,CA-2024-262372,Conference Table,Furniture,1072.79,9,0.0,12.39
905,CA-2021-800793,Paper Shredder,Office Supplies,1833.52,1,0.2,203.05
906,CA-2021-854918,Storage Drawer,Office Supplies,1548.8,1,0.1,346.76
907,CA-2024-512756,Office Chair,Technology,1074.03,9,0.1,84.77
908,CA-2022-604777,Address Labels,Technology,956.73,2,0.0,205.54
909,CA-2021-923753,Mouse,Furniture,285.69,9,0.0,-68.44
910,CA-2020-404135,Storage Drawer,Office Supplies,167.8,4,0.4,41.46
911,CA-2021-181025,Notebook,Furniture,912.02,7,0.1,185.26
912,CA-2023-359109,Storage Drawer,Office Supplies,976.42,4,0.2,331.6
913,CA-2023-639966,Printer,Technology,480.59,9,0.3,-118.71
914,CA-2024-134213,Laptop Stand,Technology,1764.17,6,0.2,-38.12
915,CA-2020-806232,Bookcase,Technology,1524.43,7,0.3,341.35
916,CA-2019-150004,Desk Lamp,Technology,1737.8,3,0.2,30.59
917,CA-2021-222410,Bookcase,Office Supplies,664.97,7,0.0,194.71
918,CA-2023-947834,Mouse,Office Supplies,1918.43,1,0.4,-95.56
919,CA-2020-995711,Mouse,Furniture,971.7,7,0.4,196.01
920,CA-2022-420449,Conference Table,Office Supplies,1929.7,7,0.1,-21.96
921,CA-2023-895348,Notebook,Furniture,1028.18,7,0.3,45.57
922,CA-2019-737384,Bookcase,Office Supplies,298.03,2,0.4,-49.82
923,CA-2023-587426,Desk Accessories,Furniture,1031.52,3,0.0,42.78
924,CA-2019-333086,Printer,Furniture,621.97,2,0.2,-100.58
925,CA-2020-431720,Desk Lamp,Technology,953.02,2,0.1,193.17
926,CA-2021-953575,Monitor,Office Supplies,1313.42,10,0.2,148.85
927,CA-2019-995398,Binder,Technology,631.92,4,0.3,185.9
928,CA-2022-540415,Desk Lamp,Office Supplies,569.62,4,0.0,3.4
929,CA-2021-742746,Notebook,Technology,1451.15,9,0.4,369.32
930,CA-2019-131316,Bookcase,Technology,1542.34,10,0.0,84.97
931,CA-2022-911770,Printer,Technology,1912.34,2,0.4,446.71
932,CA-2023-355922,Conference Table,Furniture,718.38,6,0.3,132.35
933,CA-2021-430029,Storage Drawer,Technology,907.18,2,0.3,-182.37
934,CA-2024-262922,Address Labels,Technology,1423.77,3,0.4,373.95
935,CA-2023-747144,Desk Lamp,Office Supplies,1422.07,1,0.3,346.36
936,CA-2024-573322,Storage Drawer,Furniture,390.93,4,0.4,127.14
937,CA-2020-547465,Desk Accessories,Technology,1321.89,2,0.0,204.11
938,CA-2021-279208,Storage Drawer,Technology,933.79,8,0.0,208.03
939,CA-2024-402302,Notebook,Technology,1378.77,3,0.3,-143.47
940,CA-2020-460757,Desk Lamp,Furniture,1991.11,4,0.3,-163.3
941,CA-2020-627279,Desk Lamp,Technology,452.25,10,0.3,145.94
942,CA-2022-503003,Binder,Furniture,1702.09,6,0.2,378.52
943,CA-2019-535192,Office Chair,Technology,1781.08,4,0.4,-246.68
944,CA-2022-774795,Office Chair,Furniture,1344.83,3,0.2,37.81
945,CA-2019-882594,Storage Drawer,Technology,625.21,8,0.2,-154.6
946,CA-2024-882247,Mouse,Technology,1027.41,2,0.4,328.12
947,CA-2019-326477,Notebook,Technology,1647.92,1,0.4,-98.15
948,CA-2020-678635,Paper Shredder,Furniture,801.53,7,0.1,65.45
949,CA-2021-496498,Desk Lamp,Office Supplies,1030.35,6,0.3,52.35
950,CA-2023-628818,Notebook,Furniture,712.4,8,0.0,157.22
951,CA-2019-722718,Paper Shredder,Furniture,636.17,7,0.0,152.79
952,CA-2021-328497,Printer,Office Supplies,288.06,8,0.0,94.73
953,CA-2021-811165,Desk Accessories,Technology,1400.58,5,0.1,-341.81
954,CA-2023-761558,Monitor,Furniture,1265.17,4,0.2,-154.39
955,CA-2023-934980,Keyboard,Office Supplies,1098.06,1,0.0,-219.77
956,CA-2024-756579,Desk Lamp,Technology,235.57,5,0.3,14.6
957,CA-2022-521536,Desk Lamp,Furniture,1318.83,8,0.4,140.69
958,CA-2020-136319,Address Labels,Furniture,579.7,4,0.1,-71.38
959,CA-2024-557288,Bookcase,Office Supplies,1611.73,1,0.1,284.09
960,CA-2022-812321,Binder,Office Supplies,789.9,4,0.0,-28.21
961,CA-2020-911255,Mouse,Technology,173.98,10,0.0,55.16
962,CA-2022-781013,Address Labels,Technology,330.55,9,0.4,13.96
963,CA-2023-934910,Monitor,Technology,1606.61,2,0.4,401.84
964,CA-2020-909703,Binder,Office Supplies,199.18,2,0.3,-5.33
965,CA-2024-962055,Desk Lamp,Office Supplies,634.37,7,0.4,-103.88
966,CA-2023-844805,Monitor,Technology,799.08,7,0.4,47.19
967,CA-2024-187712,Binder,Furniture,1836.04,5,0.3,-439.48
968,CA-2019-561670,Binder,Office Supplies,147.21,7,0.1,28.71
969,CA-2021-139779,Desk Lamp,Technology,1125.8,6,0.1,-7.37
970,CA-2023-190149,Paper Shredder,Furniture,1880.08,4,0.4,76.74
971,CA-2024-802581,Desk Accessories,Furniture,1261.89,3,0.0,-212.99
972,CA-2019-854792,Mouse,Office Supplies,649.89,8,0.1,-71.81
973,CA-2023-464129,Keyboard,Office Supplies,963.59,7,0.1,-20.24
974,CA-2022-535046,Binder,Furniture,1940.88,10,0.4,538.99
975,CA-2021-418567,Monitor,Office Supplies,487.35,9,0.4,169.33
976,CA-2020-759053,Laptop Stand,Technology,460.41,4,0.4,3.57
977,CA-2024-276914,Conference Table,Furniture,1782.56,1,0.3,-297.18
978,CA-2019-598391,Notebook,Office Supplies,1368.57,9,0.3,-340.05
979,CA-2019-899489,Monitor,Office Supplies,767.7,10,0.0,-128.26
980,CA-2024-363903,Conference Table,Technology,1904.74,7,0.1,-120.99
981,CA-2019-106751,Keyboard,Office Supplies,203.46,10,0.1,-48.22
982,CA-2021-133191,Binder,Technology,308.29,2,0.3,-65.46
983,CA-2021-990739,Monitor,Furniture,1224.75,9,0.2,365.87
984,CA-2020-435021,Notebook,Furniture,1318.98,4,0.3,253.47
985,CA-2020-673381,Address Labels,Furniture,854.66,2,0.1,66.53
986,CA-2020-185160,Address Labels,Technology,1367.31,10,0.3,13.21
987,CA-2021-960912,Bookcase,Furniture,101.28,5,0.2,12.3
988,CA-2021-265886,Laptop Stand,Furniture,782.48,3,0.1,-48.34
989,CA-2021-131655,Conference Table,Office Supplies,1227.71,9,0.4,203.78
990,CA-2023-467646,Storage Drawer,Technology,1233.61,8,0.1,218.6
991,CA-2024-970229,Conference Table,Office Supplies,802.31,2,0.4,218.0
992,CA-2020-249594,Conference Table,Furniture,257.78,5,0.2,46.11
993,CA-2022-894638,Paper Shredder,Office Supplies,1784.76,4,0.3,430.37
994,CA-2023-694175,Keyboard,Furniture,1220.42,3,0.0,62.04
995,CA-2023-103932,Desk Lamp,Furniture,1264.8,3,0.0,25.4
996,CA-2019-356196,Notebook,Furniture,1526.47,10,0.1,-367.6
997,CA-2023-741640,Notebook,Office Supplies,1162.99,4,0.4,2.48
998,CA-2023-304589,Desk Lamp,Technology,1337.75,2,0.1,227.44
999,CA-2021-863435,Desk Lamp,Furniture,695.98,7,0.0,4.08
1000,CA-2019-102523,Conference Table,Technology,1009.06,8,0.4,195.05
